model,condition,item_id,domain,response,correct_answer,is_correct
llama3-8b,T1,1185,law,F,I,False
llama3-8b,T1,1187,law,J,F,False
llama3-8b,T1,1189,law,D,E,False
llama3-8b,T1,1190,law,I,E,False
llama3-8b,T1,1191,law,F,J,False
llama3-8b,T1,1193,law,C,A,False
llama3-8b,T1,1195,law,B,J,False
llama3-8b,T1,1199,law,E,J,False
llama3-8b,T1,1203,law,B,I,False
llama3-8b,T1,1204,law,J,F,False
llama3-8b,T1,1205,law,C,H,False
llama3-8b,T1,1206,law,A,D,False
llama3-8b,T1,1207,law,C,H,False
llama3-8b,T1,1208,law,F,A,False
llama3-8b,T1,1209,law,C,I,False
llama3-8b,T1,1211,law,G,C,False
llama3-8b,T1,1212,law,A,A,True
llama3-8b,T1,1214,law,G,H,False
llama3-8b,T1,1215,law,D,J,False
llama3-8b,T1,1216,law,I,H,False
llama3-8b,T1,1218,law,E,E,True
llama3-8b,T1,1220,law,E,A,False
llama3-8b,T1,1221,law,J,G,False
llama3-8b,T1,1223,law,B,G,False
llama3-8b,T1,1227,law,B,I,False
llama3-8b,T1,1228,law,B,G,False
llama3-8b,T1,1229,law,D,H,False
llama3-8b,T1,1231,law,B,B,True
llama3-8b,T1,1237,law,D,G,False
llama3-8b,T1,1241,law,A,I,False
llama3-8b,T1,1243,law,E,B,False
llama3-8b,T1,1244,law,J,G,False
llama3-8b,T1,1245,law,I,I,True
llama3-8b,T1,1248,law,I,D,False
llama3-8b,T1,1252,law,C,A,False
llama3-8b,T1,1255,law,A,A,True
llama3-8b,T1,1259,law,J,H,False
llama3-8b,T1,1261,law,F,G,False
llama3-8b,T1,1263,law,B,B,True
llama3-8b,T1,1266,law,C,C,True
llama3-8b,T1,1267,law,D,E,False
llama3-8b,T1,1268,law,D,D,True
llama3-8b,T1,1276,law,A,A,True
llama3-8b,T1,1278,law,B,I,False
llama3-8b,T1,1279,law,F,F,True
llama3-8b,T1,1281,law,E,G,False
llama3-8b,T1,1283,law,I,I,True
llama3-8b,T1,1288,law,G,G,True
llama3-8b,T1,1291,law,F,E,False
llama3-8b,T1,1292,law,D,H,False
llama3-8b,T1,1294,law,H,H,True
llama3-8b,T1,1295,law,E,E,True
llama3-8b,T1,1302,law,G,G,True
llama3-8b,T1,1303,law,G,A,False
llama3-8b,T1,1304,law,G,A,False
llama3-8b,T1,1305,law,G,G,True
llama3-8b,T1,1307,law,C,A,False
llama3-8b,T1,1308,law,C,I,False
llama3-8b,T1,1309,law,E,E,True
llama3-8b,T1,1311,law,J,I,False
llama3-8b,T1,1317,law,E,I,False
llama3-8b,T1,1318,law,C,E,False
llama3-8b,T1,1319,law,F,A,False
llama3-8b,T1,1320,law,D,A,False
llama3-8b,T1,1322,law,I,I,True
llama3-8b,T1,1323,law,E,A,False
llama3-8b,T1,1324,law,D,B,False
llama3-8b,T1,1325,law,A,G,False
llama3-8b,T1,1326,law,J,J,True
llama3-8b,T1,1328,law,A,A,True
llama3-8b,T1,1336,law,E,J,False
llama3-8b,T1,1339,law,E,A,False
llama3-8b,T1,1344,law,F,F,True
llama3-8b,T1,1348,law,F,I,False
llama3-8b,T1,1350,law,H,H,True
llama3-8b,T1,1353,law,D,D,True
llama3-8b,T1,1356,law,C,B,False
llama3-8b,T1,1357,law,H,I,False
llama3-8b,T1,1359,law,B,A,False
llama3-8b,T1,1362,law,B,D,False
llama3-8b,T1,1363,law,F,F,True
llama3-8b,T1,1364,law,G,G,True
llama3-8b,T1,1365,law,B,H,False
llama3-8b,T1,1366,law,B,J,False
llama3-8b,T1,1368,law,G,G,True
llama3-8b,T1,1371,law,I,F,False
llama3-8b,T1,1372,law,H,J,False
llama3-8b,T1,1373,law,C,C,True
llama3-8b,T1,1375,law,D,G,False
llama3-8b,T1,1376,law,I,I,True
llama3-8b,T1,1380,law,A,C,False
llama3-8b,T1,1386,law,E,I,False
llama3-8b,T1,1388,law,C,I,False
llama3-8b,T1,1391,law,A,A,True
llama3-8b,T1,1393,law,A,B,False
llama3-8b,T1,1395,law,B,B,True
llama3-8b,T1,1398,law,C,B,False
llama3-8b,T1,1399,law,J,D,False
llama3-8b,T1,1401,law,E,G,False
llama3-8b,T1,1403,law,A,F,False
llama3-8b,T1,1404,law,A,I,False
llama3-8b,T1,1406,law,A,B,False
llama3-8b,T1,1410,law,G,H,False
llama3-8b,T1,1411,law,E,E,True
llama3-8b,T1,1413,law,B,F,False
llama3-8b,T1,1415,law,B,E,False
llama3-8b,T1,1418,law,J,B,False
llama3-8b,T1,1419,law,D,F,False
llama3-8b,T1,1420,law,C,H,False
llama3-8b,T1,1422,law,G,G,True
llama3-8b,T1,1423,law,D,G,False
llama3-8b,T1,1424,law,H,H,True
llama3-8b,T1,1425,law,A,A,True
llama3-8b,T1,1426,law,C,B,False
llama3-8b,T1,1427,law,D,J,False
llama3-8b,T1,1429,law,A,A,True
llama3-8b,T1,1431,law,D,D,True
llama3-8b,T1,1433,law,H,D,False
llama3-8b,T1,1437,law,B,J,False
llama3-8b,T1,1440,law,B,B,True
llama3-8b,T1,1441,law,I,H,False
llama3-8b,T1,1445,law,H,D,False
llama3-8b,T1,1446,law,I,G,False
llama3-8b,T1,1447,law,B,F,False
llama3-8b,T1,1449,law,G,G,True
llama3-8b,T1,1450,law,E,I,False
llama3-8b,T1,1452,law,E,D,False
llama3-8b,T1,1463,law,H,J,False
llama3-8b,T1,1464,law,B,H,False
llama3-8b,T1,1465,law,E,F,False
llama3-8b,T1,1468,law,A,E,False
llama3-8b,T1,1472,law,A,J,False
llama3-8b,T1,1473,law,A,I,False
llama3-8b,T1,1474,law,F,I,False
llama3-8b,T1,1475,law,B,B,True
llama3-8b,T1,1476,law,C,D,False
llama3-8b,T1,1479,law,A,A,True
llama3-8b,T1,1482,law,D,E,False
llama3-8b,T1,1483,law,E,G,False
llama3-8b,T1,1484,law,G,J,False
llama3-8b,T1,1486,law,F,F,True
llama3-8b,T1,1488,law,I,G,False
llama3-8b,T1,1491,law,H,H,True
llama3-8b,T1,1492,law,E,E,True
llama3-8b,T1,1496,law,C,C,True
llama3-8b,T1,1500,law,E,D,False
llama3-8b,T1,1503,law,D,F,False
llama3-8b,T1,1504,law,E,H,False
llama3-8b,T1,1505,law,E,I,False
llama3-8b,T1,1506,law,E,H,False
llama3-8b,T1,1507,law,C,H,False
llama3-8b,T1,1508,law,D,F,False
llama3-8b,T1,1510,law,I,F,False
llama3-8b,T1,1513,law,G,D,False
llama3-8b,T1,1514,law,I,H,False
llama3-8b,T1,1515,law,D,I,False
llama3-8b,T1,1516,law,G,D,False
llama3-8b,T1,1521,law,G,I,False
llama3-8b,T1,1523,law,C,D,False
llama3-8b,T1,1524,law,B,F,False
llama3-8b,T1,1526,law,A,I,False
llama3-8b,T1,1527,law,C,C,True
llama3-8b,T1,1530,law,J,I,False
llama3-8b,T1,1531,law,I,A,False
llama3-8b,T1,1533,law,D,J,False
llama3-8b,T1,1534,law,A,A,True
llama3-8b,T1,1536,law,H,F,False
llama3-8b,T1,1537,law,C,G,False
llama3-8b,T1,1539,law,G,H,False
llama3-8b,T1,1540,law,G,I,False
llama3-8b,T1,1547,law,J,G,False
llama3-8b,T1,1548,law,B,E,False
llama3-8b,T1,1550,law,C,G,False
llama3-8b,T1,1551,law,J,I,False
llama3-8b,T1,1555,law,C,F,False
llama3-8b,T1,1559,law,C,C,True
llama3-8b,T1,1560,law,D,A,False
llama3-8b,T1,1562,law,H,A,False
llama3-8b,T1,1563,law,A,A,True
llama3-8b,T1,1564,law,C,C,True
llama3-8b,T1,1565,law,A,A,True
llama3-8b,T1,1567,law,E,H,False
llama3-8b,T1,1574,law,B,F,False
llama3-8b,T1,1577,law,I,E,False
llama3-8b,T1,1580,law,C,A,False
llama3-8b,T1,1585,law,E,C,False
llama3-8b,T1,1586,law,B,E,False
llama3-8b,T1,1588,law,A,I,False
llama3-8b,T1,1590,law,D,F,False
llama3-8b,T1,1592,law,G,C,False
llama3-8b,T1,1595,law,J,J,True
llama3-8b,T1,1598,law,E,A,False
llama3-8b,T1,1599,law,G,I,False
llama3-8b,T1,1601,law,E,G,False
llama3-8b,T1,1602,law,I,E,False
llama3-8b,T1,1605,law,D,D,True
llama3-8b,T1,1606,law,A,E,False
llama3-8b,T1,1607,law,F,H,False
llama3-8b,T1,1608,law,H,C,False
llama3-8b,T1,1609,law,G,E,False
llama3-8b,T1,1612,law,F,E,False
llama3-8b,T1,1613,law,I,I,True
llama3-8b,T1,1614,law,E,E,True
llama3-8b,T1,1615,law,A,H,False
llama3-8b,T1,1619,law,F,G,False
llama3-8b,T1,1620,law,C,D,False
llama3-8b,T1,1621,law,I,G,False
llama3-8b,T1,1624,law,I,E,False
llama3-8b,T1,1634,law,B,B,True
llama3-8b,T1,1638,law,B,J,False
llama3-8b,T1,1639,law,D,C,False
llama3-8b,T1,1641,law,H,E,False
llama3-8b,T1,1642,law,B,C,False
llama3-8b,T1,1643,law,A,G,False
llama3-8b,T1,1644,law,I,I,True
llama3-8b,T1,1646,law,E,I,False
llama3-8b,T1,1647,law,F,A,False
llama3-8b,T1,1648,law,H,C,False
llama3-8b,T1,1652,law,F,I,False
llama3-8b,T1,1659,law,C,H,False
llama3-8b,T1,1660,law,I,G,False
llama3-8b,T1,1663,law,B,J,False
llama3-8b,T1,1664,law,H,C,False
llama3-8b,T1,1668,law,D,G,False
llama3-8b,T1,1669,law,I,E,False
llama3-8b,T1,1674,law,F,E,False
llama3-8b,T1,1675,law,B,G,False
llama3-8b,T1,1677,law,J,J,True
llama3-8b,T1,1678,law,F,C,False
llama3-8b,T1,1679,law,C,I,False
llama3-8b,T1,1681,law,E,A,False
llama3-8b,T1,1683,law,B,G,False
llama3-8b,T1,1688,law,H,J,False
llama3-8b,T1,1689,law,G,A,False
llama3-8b,T1,1691,law,E,J,False
llama3-8b,T1,1693,law,E,E,True
llama3-8b,T1,1695,law,J,I,False
llama3-8b,T1,1696,law,J,B,False
llama3-8b,T1,1697,law,F,C,False
llama3-8b,T1,1702,law,B,C,False
llama3-8b,T1,1704,law,E,G,False
llama3-8b,T1,1706,law,C,C,True
llama3-8b,T1,1707,law,B,H,False
llama3-8b,T1,1708,law,B,G,False
llama3-8b,T1,1709,law,H,B,False
llama3-8b,T1,1710,law,F,E,False
llama3-8b,T1,1711,law,D,E,False
llama3-8b,T1,1713,law,G,H,False
llama3-8b,T1,1714,law,H,B,False
llama3-8b,T1,1720,law,C,G,False
llama3-8b,T1,1721,law,D,A,False
llama3-8b,T1,1723,law,F,J,False
llama3-8b,T1,1725,law,C,B,False
llama3-8b,T1,1726,law,C,C,True
llama3-8b,T1,1735,law,G,F,False
llama3-8b,T1,1737,law,J,B,False
llama3-8b,T1,1740,law,J,D,False
llama3-8b,T1,1741,law,E,E,True
llama3-8b,T1,1745,law,A,A,True
llama3-8b,T1,1747,law,I,B,False
llama3-8b,T1,1748,law,D,D,True
llama3-8b,T1,1749,law,E,B,False
llama3-8b,T1,1751,law,A,J,False
llama3-8b,T1,1752,law,F,A,False
llama3-8b,T1,1754,law,E,E,True
llama3-8b,T1,1760,law,A,A,True
llama3-8b,T1,1764,law,J,A,False
llama3-8b,T1,1765,law,I,J,False
llama3-8b,T1,1769,law,E,H,False
llama3-8b,T1,1770,law,D,D,True
llama3-8b,T1,1771,law,G,G,True
llama3-8b,T1,1772,law,C,J,False
llama3-8b,T1,1773,law,B,I,False
llama3-8b,T1,1775,law,J,E,False
llama3-8b,T1,1776,law,H,J,False
llama3-8b,T1,1778,law,D,J,False
llama3-8b,T1,1779,law,J,H,False
llama3-8b,T1,1782,law,E,C,False
llama3-8b,T1,1785,law,A,A,True
llama3-8b,T1,1787,law,C,C,True
llama3-8b,T1,1788,law,G,J,False
llama3-8b,T1,1793,law,A,G,False
llama3-8b,T1,1796,law,E,E,True
llama3-8b,T1,1797,law,E,J,False
llama3-8b,T1,1798,law,F,F,True
llama3-8b,T1,1802,law,C,C,True
llama3-8b,T1,1803,law,D,J,False
llama3-8b,T1,1804,law,E,H,False
llama3-8b,T1,1810,law,F,I,False
llama3-8b,T1,1813,law,J,C,False
llama3-8b,T1,1817,law,F,F,True
llama3-8b,T1,1820,law,D,D,True
llama3-8b,T1,1826,law,G,A,False
llama3-8b,T1,1827,law,J,B,False
llama3-8b,T1,1829,law,B,C,False
llama3-8b,T1,1831,law,F,J,False
llama3-8b,T1,1832,law,D,G,False
llama3-8b,T1,1834,law,I,E,False
llama3-8b,T1,1835,law,C,B,False
llama3-8b,T1,1836,law,E,E,True
llama3-8b,T1,1837,law,B,B,True
llama3-8b,T1,1838,law,E,G,False
llama3-8b,T1,1839,law,B,B,True
llama3-8b,T1,1842,law,C,D,False
llama3-8b,T1,1848,law,C,B,False
llama3-8b,T1,1849,law,D,E,False
llama3-8b,T1,1851,law,C,G,False
llama3-8b,T1,1852,law,G,H,False
llama3-8b,T1,1853,law,I,J,False
llama3-8b,T1,1854,law,E,F,False
llama3-8b,T1,1855,law,A,H,False
llama3-8b,T1,1857,law,F,J,False
llama3-8b,T1,1860,law,I,F,False
llama3-8b,T1,1864,law,B,J,False
llama3-8b,T1,1868,law,F,C,False
llama3-8b,T1,1869,law,J,E,False
llama3-8b,T1,1871,law,A,H,False
llama3-8b,T1,1873,law,A,A,True
llama3-8b,T1,1876,law,G,E,False
llama3-8b,T1,1878,law,E,E,True
llama3-8b,T1,1879,law,I,I,True
llama3-8b,T1,1886,law,F,I,False
llama3-8b,T1,1891,law,G,H,False
llama3-8b,T1,1892,law,A,A,True
llama3-8b,T1,1895,law,I,C,False
llama3-8b,T1,1898,law,G,G,True
llama3-8b,T1,1914,law,F,C,False
llama3-8b,T1,1915,law,J,C,False
llama3-8b,T1,1917,law,E,A,False
llama3-8b,T1,1918,law,F,H,False
llama3-8b,T1,1919,law,G,I,False
llama3-8b,T1,1928,law,J,E,False
llama3-8b,T1,1931,law,A,C,False
llama3-8b,T1,1932,law,I,D,False
llama3-8b,T1,1935,law,C,H,False
llama3-8b,T1,1936,law,F,I,False
llama3-8b,T1,1940,law,G,G,True
llama3-8b,T1,1942,law,I,I,True
llama3-8b,T1,1943,law,A,G,False
llama3-8b,T1,1944,law,D,E,False
llama3-8b,T1,1947,law,C,F,False
llama3-8b,T1,1949,law,D,D,True
llama3-8b,T1,1953,law,J,A,False
llama3-8b,T1,1954,law,B,B,True
llama3-8b,T1,1956,law,D,H,False
llama3-8b,T1,1962,law,D,D,True
llama3-8b,T1,1964,law,G,G,True
llama3-8b,T1,1965,law,F,J,False
llama3-8b,T1,1966,law,I,G,False
llama3-8b,T1,1967,law,G,E,False
llama3-8b,T1,1968,law,E,G,False
llama3-8b,T1,1970,law,C,F,False
llama3-8b,T1,1971,law,F,D,False
llama3-8b,T1,1977,law,B,H,False
llama3-8b,T1,1982,law,G,G,True
llama3-8b,T1,1983,law,A,I,False
llama3-8b,T1,1984,law,F,A,False
llama3-8b,T1,1990,psychology,C,B,False
llama3-8b,T1,1993,psychology,G,J,False
llama3-8b,T1,1995,psychology,G,G,True
llama3-8b,T1,1998,psychology,H,B,False
llama3-8b,T1,2003,psychology,C,C,True
llama3-8b,T1,2004,psychology,E,E,True
llama3-8b,T1,2005,psychology,D,D,True
llama3-8b,T1,2006,psychology,H,A,False
llama3-8b,T1,2008,psychology,A,A,True
llama3-8b,T1,2009,psychology,D,H,False
llama3-8b,T1,2010,psychology,H,A,False
llama3-8b,T1,2011,psychology,C,C,True
llama3-8b,T1,2013,psychology,E,A,False
llama3-8b,T1,2014,psychology,B,B,True
llama3-8b,T1,2015,psychology,J,J,True
llama3-8b,T1,2016,psychology,F,C,False
llama3-8b,T1,2018,psychology,C,J,False
llama3-8b,T1,2019,psychology,B,I,False
llama3-8b,T1,2020,psychology,B,B,True
llama3-8b,T1,2021,psychology,I,I,True
llama3-8b,T1,2022,psychology,D,I,False
llama3-8b,T1,2023,psychology,B,E,False
llama3-8b,T1,2024,psychology,A,G,False
llama3-8b,T1,2027,psychology,G,G,True
llama3-8b,T1,2028,psychology,J,G,False
llama3-8b,T1,2030,psychology,F,F,True
llama3-8b,T1,2032,psychology,E,I,False
llama3-8b,T1,2034,psychology,G,H,False
llama3-8b,T1,2035,psychology,F,F,True
llama3-8b,T1,2036,psychology,F,F,True
llama3-8b,T1,2037,psychology,F,F,True
llama3-8b,T1,2042,psychology,I,I,True
llama3-8b,T1,2045,psychology,I,A,False
llama3-8b,T1,2048,psychology,F,F,True
llama3-8b,T1,2049,psychology,B,B,True
llama3-8b,T1,2050,psychology,I,D,False
llama3-8b,T1,2051,psychology,F,F,True
llama3-8b,T1,2053,psychology,F,F,True
llama3-8b,T1,2054,psychology,B,B,True
llama3-8b,T1,2055,psychology,G,G,True
llama3-8b,T1,2058,psychology,C,C,True
llama3-8b,T1,2059,psychology,C,C,True
llama3-8b,T1,2063,psychology,G,G,True
llama3-8b,T1,2064,psychology,E,E,True
llama3-8b,T1,2065,psychology,C,H,False
llama3-8b,T1,2066,psychology,A,E,False
llama3-8b,T1,2067,psychology,A,B,False
llama3-8b,T1,2068,psychology,E,I,False
llama3-8b,T1,2071,psychology,H,D,False
llama3-8b,T1,2072,psychology,C,B,False
llama3-8b,T1,2073,psychology,C,C,True
llama3-8b,T1,2074,psychology,H,C,False
llama3-8b,T1,2077,psychology,F,F,True
llama3-8b,T1,2078,psychology,H,J,False
llama3-8b,T1,2080,psychology,J,D,False
llama3-8b,T1,2081,psychology,J,G,False
llama3-8b,T1,2082,psychology,F,F,True
llama3-8b,T1,2084,psychology,G,G,True
llama3-8b,T1,2085,psychology,A,B,False
llama3-8b,T1,2087,psychology,G,G,True
llama3-8b,T1,2088,psychology,B,J,False
llama3-8b,T1,2089,psychology,E,E,True
llama3-8b,T1,2090,psychology,F,J,False
llama3-8b,T1,2091,psychology,I,J,False
llama3-8b,T1,2092,psychology,A,E,False
llama3-8b,T1,2096,psychology,A,A,True
llama3-8b,T1,2097,psychology,B,B,True
llama3-8b,T1,2101,psychology,A,A,True
llama3-8b,T1,2102,psychology,B,B,True
llama3-8b,T1,2104,psychology,J,J,True
llama3-8b,T1,2106,psychology,G,G,True
llama3-8b,T1,2110,psychology,J,J,True
llama3-8b,T1,2111,psychology,A,A,True
llama3-8b,T1,2114,psychology,D,J,False
llama3-8b,T1,2115,psychology,I,I,True
llama3-8b,T1,2116,psychology,B,B,True
llama3-8b,T1,2118,psychology,J,J,True
llama3-8b,T1,2119,psychology,B,E,False
llama3-8b,T1,2120,psychology,F,F,True
llama3-8b,T1,2121,psychology,F,F,True
llama3-8b,T1,2122,psychology,A,A,True
llama3-8b,T1,2123,psychology,B,B,True
llama3-8b,T1,2124,psychology,G,G,True
llama3-8b,T1,2125,psychology,E,E,True
llama3-8b,T1,2126,psychology,A,A,True
llama3-8b,T1,2127,psychology,B,B,True
llama3-8b,T1,2128,psychology,I,I,True
llama3-8b,T1,2130,psychology,E,E,True
llama3-8b,T1,2132,psychology,C,C,True
llama3-8b,T1,2133,psychology,A,H,False
llama3-8b,T1,2134,psychology,F,J,False
llama3-8b,T1,2137,psychology,B,A,False
llama3-8b,T1,2138,psychology,D,D,True
llama3-8b,T1,2139,psychology,B,A,False
llama3-8b,T1,2143,psychology,G,G,True
llama3-8b,T1,2144,psychology,B,D,False
llama3-8b,T1,2147,psychology,D,J,False
llama3-8b,T1,2148,psychology,F,F,True
llama3-8b,T1,2150,psychology,D,F,False
llama3-8b,T1,2152,psychology,F,B,False
llama3-8b,T1,2153,psychology,E,D,False
llama3-8b,T1,2159,psychology,B,H,False
llama3-8b,T1,2160,psychology,H,E,False
llama3-8b,T1,2161,psychology,J,B,False
llama3-8b,T1,2162,psychology,C,D,False
llama3-8b,T1,2163,psychology,F,H,False
llama3-8b,T1,2166,psychology,D,G,False
llama3-8b,T1,2167,psychology,D,I,False
llama3-8b,T1,2168,psychology,G,G,True
llama3-8b,T1,2170,psychology,J,H,False
llama3-8b,T1,2171,psychology,E,E,True
llama3-8b,T1,2172,psychology,D,E,False
llama3-8b,T1,2173,psychology,B,D,False
llama3-8b,T1,2174,psychology,A,A,True
llama3-8b,T1,2175,psychology,D,G,False
llama3-8b,T1,2176,psychology,G,A,False
llama3-8b,T1,2178,psychology,D,F,False
llama3-8b,T1,2179,psychology,B,F,False
llama3-8b,T1,2180,psychology,A,H,False
llama3-8b,T1,2183,psychology,B,B,True
llama3-8b,T1,2185,psychology,D,D,True
llama3-8b,T1,2187,psychology,D,D,True
llama3-8b,T1,2188,psychology,J,J,True
llama3-8b,T1,2189,psychology,J,J,True
llama3-8b,T1,2191,psychology,E,E,True
llama3-8b,T1,2193,psychology,B,B,True
llama3-8b,T1,2194,psychology,D,C,False
llama3-8b,T1,2196,psychology,D,I,False
llama3-8b,T1,2198,psychology,E,E,True
llama3-8b,T1,2201,psychology,J,F,False
llama3-8b,T1,2202,psychology,H,G,False
llama3-8b,T1,2203,psychology,B,J,False
llama3-8b,T1,2207,psychology,F,J,False
llama3-8b,T1,2208,psychology,C,C,True
llama3-8b,T1,2209,psychology,G,G,True
llama3-8b,T1,2212,psychology,J,H,False
llama3-8b,T1,2214,psychology,B,H,False
llama3-8b,T1,2215,psychology,E,E,True
llama3-8b,T1,2217,psychology,B,B,True
llama3-8b,T1,2218,psychology,E,C,False
llama3-8b,T1,2219,psychology,I,I,True
llama3-8b,T1,2220,psychology,E,G,False
llama3-8b,T1,2221,psychology,G,C,False
llama3-8b,T1,2222,psychology,C,B,False
llama3-8b,T1,2225,psychology,C,J,False
llama3-8b,T1,2226,psychology,E,D,False
llama3-8b,T1,2228,psychology,J,J,True
llama3-8b,T1,2229,psychology,F,C,False
llama3-8b,T1,2230,psychology,E,E,True
llama3-8b,T1,2232,psychology,G,G,True
llama3-8b,T1,2234,psychology,C,C,True
llama3-8b,T1,2240,psychology,D,H,False
llama3-8b,T1,2241,psychology,C,J,False
llama3-8b,T1,2242,psychology,F,F,True
llama3-8b,T1,2245,psychology,A,A,True
llama3-8b,T1,2247,psychology,I,I,True
llama3-8b,T1,2251,psychology,A,A,True
llama3-8b,T1,2252,psychology,G,G,True
llama3-8b,T1,2254,psychology,E,E,True
llama3-8b,T1,2257,psychology,D,D,True
llama3-8b,T1,2260,psychology,F,F,True
llama3-8b,T1,2261,psychology,C,E,False
llama3-8b,T1,2264,psychology,C,G,False
llama3-8b,T1,2265,psychology,G,G,True
llama3-8b,T1,2267,psychology,H,C,False
llama3-8b,T1,2269,psychology,C,G,False
llama3-8b,T1,2273,psychology,A,G,False
llama3-8b,T1,2276,psychology,F,H,False
llama3-8b,T1,2277,psychology,B,B,True
llama3-8b,T1,2278,psychology,I,I,True
llama3-8b,T1,2279,psychology,A,A,True
llama3-8b,T1,2280,psychology,F,F,True
llama3-8b,T1,2281,psychology,G,C,False
llama3-8b,T1,2282,psychology,F,H,False
llama3-8b,T1,2283,psychology,E,H,False
llama3-8b,T1,2285,psychology,B,G,False
llama3-8b,T1,2288,psychology,A,A,True
llama3-8b,T1,2289,psychology,F,G,False
llama3-8b,T1,2291,psychology,H,C,False
llama3-8b,T1,2292,psychology,E,E,True
llama3-8b,T1,2294,psychology,D,F,False
llama3-8b,T1,2295,psychology,G,J,False
llama3-8b,T1,2297,psychology,F,B,False
llama3-8b,T1,2298,psychology,B,G,False
llama3-8b,T1,2300,psychology,A,A,True
llama3-8b,T1,2302,psychology,E,E,True
llama3-8b,T1,2303,psychology,I,I,True
llama3-8b,T1,2304,psychology,C,C,True
llama3-8b,T1,2305,psychology,F,J,False
llama3-8b,T1,2306,psychology,F,F,True
llama3-8b,T1,2308,psychology,H,H,True
llama3-8b,T1,2309,psychology,B,H,False
llama3-8b,T1,2310,psychology,C,C,True
llama3-8b,T1,2312,psychology,E,E,True
llama3-8b,T1,2316,psychology,B,B,True
llama3-8b,T1,2319,psychology,B,B,True
llama3-8b,T1,2321,psychology,B,J,False
llama3-8b,T1,2324,psychology,B,G,False
llama3-8b,T1,2326,psychology,J,J,True
llama3-8b,T1,2327,psychology,E,E,True
llama3-8b,T1,2329,psychology,E,C,False
llama3-8b,T1,2330,psychology,E,E,True
llama3-8b,T1,2331,psychology,I,I,True
llama3-8b,T1,2333,psychology,A,E,False
llama3-8b,T1,2335,psychology,C,F,False
llama3-8b,T1,2339,psychology,G,H,False
llama3-8b,T1,2340,psychology,G,J,False
llama3-8b,T1,2343,psychology,A,A,True
llama3-8b,T1,2344,psychology,C,C,True
llama3-8b,T1,2345,psychology,F,F,True
llama3-8b,T1,2346,psychology,J,G,False
llama3-8b,T1,2347,psychology,F,F,True
llama3-8b,T1,2349,psychology,B,A,False
llama3-8b,T1,2351,psychology,B,B,True
llama3-8b,T1,2355,psychology,B,B,True
llama3-8b,T1,2357,psychology,I,I,True
llama3-8b,T1,2358,psychology,F,B,False
llama3-8b,T1,2359,psychology,I,I,True
llama3-8b,T1,2360,psychology,D,D,True
llama3-8b,T1,2361,psychology,A,A,True
llama3-8b,T1,2362,psychology,D,D,True
llama3-8b,T1,2363,psychology,C,A,False
llama3-8b,T1,2364,psychology,B,B,True
llama3-8b,T1,2365,psychology,J,J,True
llama3-8b,T1,2366,psychology,F,F,True
llama3-8b,T1,2368,psychology,C,C,True
llama3-8b,T1,2371,psychology,D,D,True
llama3-8b,T1,2372,psychology,D,D,True
llama3-8b,T1,2374,psychology,E,E,True
llama3-8b,T1,2377,psychology,J,J,True
llama3-8b,T1,2381,psychology,D,D,True
llama3-8b,T1,2382,psychology,J,D,False
llama3-8b,T1,2383,psychology,B,H,False
llama3-8b,T1,2387,psychology,A,A,True
llama3-8b,T1,2390,psychology,I,H,False
llama3-8b,T1,2392,psychology,I,I,True
llama3-8b,T1,2393,psychology,C,F,False
llama3-8b,T1,2394,psychology,A,A,True
llama3-8b,T1,2397,psychology,F,G,False
llama3-8b,T1,2398,psychology,A,H,False
llama3-8b,T1,2399,psychology,F,F,True
llama3-8b,T1,2400,psychology,A,B,False
llama3-8b,T1,2401,psychology,C,I,False
llama3-8b,T1,2403,psychology,D,J,False
llama3-8b,T1,2404,psychology,F,D,False
llama3-8b,T1,2405,psychology,E,E,True
llama3-8b,T1,2406,psychology,B,B,True
llama3-8b,T1,2407,psychology,A,A,True
llama3-8b,T1,2408,psychology,C,I,False
llama3-8b,T1,2409,psychology,I,E,False
llama3-8b,T1,2410,psychology,C,C,True
llama3-8b,T1,2411,psychology,E,E,True
llama3-8b,T1,2412,psychology,C,C,True
llama3-8b,T1,2413,psychology,I,I,True
llama3-8b,T1,2414,psychology,C,C,True
llama3-8b,T1,2416,psychology,I,J,False
llama3-8b,T1,2417,psychology,E,J,False
llama3-8b,T1,2418,psychology,H,H,True
llama3-8b,T1,2419,psychology,F,F,True
llama3-8b,T1,2420,psychology,C,A,False
llama3-8b,T1,2421,psychology,B,D,False
llama3-8b,T1,2422,psychology,B,B,True
llama3-8b,T1,2423,psychology,C,C,True
llama3-8b,T1,2424,psychology,I,I,True
llama3-8b,T1,2425,psychology,B,B,True
llama3-8b,T1,2426,psychology,H,H,True
llama3-8b,T1,2429,psychology,B,B,True
llama3-8b,T1,2430,psychology,G,G,True
llama3-8b,T1,2432,psychology,D,E,False
llama3-8b,T1,2434,psychology,F,F,True
llama3-8b,T1,2437,psychology,I,B,False
llama3-8b,T1,2438,psychology,D,B,False
llama3-8b,T1,2441,psychology,I,E,False
llama3-8b,T1,2442,psychology,E,G,False
llama3-8b,T1,2443,psychology,F,H,False
llama3-8b,T1,2448,psychology,I,I,True
llama3-8b,T1,2449,psychology,G,E,False
llama3-8b,T1,2450,psychology,C,G,False
llama3-8b,T1,2451,psychology,D,D,True
llama3-8b,T1,2452,psychology,C,J,False
llama3-8b,T1,2455,psychology,C,C,True
